0,1,2,3_u,3_y,4_gg,4_p,5_c,5_cc,5_d,5_e,5_ff,5_i,5_j,5_k,5_m,5_q,5_r,5_w,5_x,6_dd,6_ff,6_h,6_j,6_n,6_o,6_v,6_z,7,8,9,10,11,12_p,12_s,13,14,y
0,33.0,4.415,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,1,0,0.0,0,0,0,86.0,0.0,1
1,36.0,9.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.5,1,0,0.0,0,0,0,39.0,2206.0,1
0,96.0,0.875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.04,1,0,0.0,1,0,0,54.0,5860.0,1
1,45.0,9.25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.665,1,1,3.0,1,0,0,12.0,28.0,1
1,105.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.46,1,1,5.0,1,0,0,106.0,0.0,1
1,48.0,7.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.625,1,1,3.0,0,0,0,69.0,1391.0,1
1,229.0,5.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.5,1,1,10.0,1,0,0,2.0,0.0,1
0,339.0,0.165,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,1,1.0,0,0,0,84.0,100.0,1
1,131.0,5.125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.75,1,1,2.0,0,0,0,136.0,7.0,1
0,137.0,3.75,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.085,1,1,1.0,1,0,0,121.0,0.0,1
1,162.0,19.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.0,1,1,16.0,0,0,0,2.0,5000.0,1
0,34.0,9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.75,1,1,2.0,0,0,0,27.0,591.0,1
0,93.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.835,1,1,19.0,0,0,0,2.0,500.0,1
0,156.0,12.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,1,1,1.0,0,0,0,77.0,19.0,1
1,53.0,4.79,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2.25,1,1,1.0,1,0,0,25.0,300.0,1
1,2.0,4.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.75,1,1,2.0,1,0,0,39.0,1000.0,1
0,273.0,4.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0,0.0,0,0,0,33.0,960.0,1
0,267.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.5,1,0,0.0,0,0,0,2.0,0.0,1
1,46.0,9.96,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1,0,0.0,0,0,0,2.0,0.0,1
1,73.0,2.54,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.585,1,0,0.0,0,0,0,2.0,0.0,1
0,335.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,1,1,4.0,0,0,0,2.0,99.0,1
1,8.0,0.75,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.75,1,1,5.0,1,0,0,115.0,690.0,1
0,130.0,0.375,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.585,1,1,4.0,0,0,0,25.0,0.0,1
1,231.0,1.71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.125,1,1,5.0,1,0,0,149.0,0.0,1
0,148.0,5.29,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.25,1,1,5.0,1,0,0,32.0,500.0,1
1,75.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.29,1,1,1.0,0,0,0,92.0,800.0,1
0,71.0,8.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.75,1,1,10.0,0,0,0,25.0,990.0,0
0,135.0,1.665,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.415,1,0,0.0,1,0,0,141.0,0.0,0
1,270.0,1.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.5,1,0,0.0,1,0,0,46.0,0.0,0
1,250.0,1.75,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.21,1,0,0.0,0,0,0,54.0,0.0,0
0,323.0,0.335,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0.0,1,0,0,88.0,2197.0,0
0,315.0,7.08,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6.75,1,1,3.0,1,0,0,33.0,50.0,0
1,263.0,25.21,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.21,1,1,1.0,0,0,0,166.0,90.0,0
0,100.0,2.085,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.75,1,0,0.0,1,0,0,117.0,1.0,0
0,92.0,0.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.75,1,0,0.0,0,0,0,131.0,0.0,0
1,262.0,2.25,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,1,0,0.0,0,0,0,159.0,0.0,0
1,244.0,0.835,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,0,0.0,0,0,0,43.0,1.0,0
1,167.0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.5,1,0,0.0,1,0,0,157.0,0.0,0
0,187.0,1.585,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,0,0.0,0,0,0,107.0,0.0,0
0,95.0,1.25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,0,0.0,0,0,0,25.0,0.0,0
1,201.0,3.165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3.75,1,0,0.0,1,0,0,163.0,0.0,0
1,191.0,1.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.25,1,0,0.0,1,0,0,55.0,0.0,0
1,38.0,1.5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,1,0,0.0,1,0,0,33.0,20.0,0
1,258.0,3.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0.0,0,0,0,2.0,200.0,0
1,41.0,10.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.835,1,0,0.0,1,0,0,46.0,0.0,0
1,209.0,3.79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.165,1,0,0.0,1,0,0,69.0,0.0,0
1,149.0,1.04,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,10.0,1,0,0,44.0,28.0,0
1,266.0,11.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.5,1,0,0.0,0,0,1,2.0,0.0,0
1,84.0,0.46,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2.625,1,1,6.0,1,0,0,72.0,347.0,0
1,86.0,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.875,1,1,6.0,0,0,0,69.0,327.0,1
1,181.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.75,1,1,7.0,1,0,0,111.0,4071.0,1
1,287.0,12.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,16.0,1,0,0.0,0,0,1,36.0,0.0,1
1,349.0,22.29,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.75,1,1,1.0,1,0,0,2.0,109.0,1
1,299.0,10.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,11.0,0,0,0,2.0,1249.0,1
1,196.0,15.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5.375,1,1,9.0,1,0,0,2.0,134.0,1
1,225.0,3.335,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4.0,1,1,14.0,0,0,0,126.0,1344.0,1
0,70.0,11.25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.75,1,1,4.0,0,0,0,2.0,321.0,1
1,252.0,0.42,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.21,1,1,6.0,0,0,0,77.0,948.0,1
1,143.0,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7.5,1,1,2.0,1,0,0,109.0,0.0,1
0,171.0,1.46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.085,1,1,16.0,0,0,0,39.0,2079.0,1
1,300.0,0.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.04,1,0,0.0,0,0,0,2.0,3000.0,1
0,75.0,2.29,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2.29,1,1,7.0,1,0,0,46.0,2384.0,1
0,96.0,12.33,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.5,1,1,6.0,0,0,0,131.0,458.0,1
1,116.0,1.125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.25,1,0,0.0,0,0,0,2.0,5298.0,1
1,81.0,1.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.415,1,0,0.0,0,0,0,137.0,200.0,1
1,90.0,12.335,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.585,1,0,0.0,1,0,0,39.0,0.0,1
1,255.0,5.04,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,12.75,1,0,0.0,1,0,0,28.0,0.0,1
0,52.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.04,1,0,0.0,0,0,0,33.0,0.0,1
1,78.0,11.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2.125,1,1,11.0,1,0,0,100.0,284.0,1
0,98.0,2.875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.875,1,0,0.0,0,0,0,117.0,0.0,1
1,261.0,0.375,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.375,1,1,8.0,1,0,0,102.0,162.0,1
0,204.0,0.915,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.75,1,1,4.0,0,0,0,2.0,1583.0,1
1,331.0,2.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.75,1,1,5.0,1,0,0,19.0,58.0,1
1,53.0,3.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.085,1,1,8.0,1,0,0,54.0,1.0,1
1,64.0,0.54,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.04,1,1,1.0,1,0,0,167.0,59.0,1
0,340.0,14.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,1,11.0,1,0,0,2.0,1400.0,1
0,47.0,10.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1,1,4.0,0,0,0,16.0,1465.0,1
1,172.0,0.165,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.25,1,1,1.0,1,0,0,139.0,8000.0,1
1,150.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.75,1,1,11.0,0,0,0,11.0,540.0,1
1,98.0,6.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,1,1,3.0,0,0,0,2.0,0.0,1
1,231.0,1.625,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.5,1,1,10.0,0,0,0,66.0,4700.0,1
1,230.0,6.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.29,1,1,5.0,1,0,0,35.0,1097.0,1
1,165.0,0.83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.335,1,1,8.0,1,0,0,103.0,3290.0,1
1,245.0,0.04,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.04,0,1,1.0,0,0,1,159.0,0.0,1
1,288.0,4.25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.125,1,0,0.0,1,0,0,80.0,0.0,1
1,175.0,9.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5.25,1,0,0.0,1,0,0,52.0,0.0,1
0,129.0,15.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0,0,0,2.0,13212.0,1
1,347.0,17.75,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,0,0.0,1,0,0,2.0,0.0,1
1,339.0,20.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,17.5,1,1,9.0,1,0,0,2.0,1000.0,1
1,301.0,15.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.5,1,1,9.0,0,0,0,2.0,0.0,1
1,115.0,1.75,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,1,1,5.0,1,0,0,54.0,5777.0,1
1,100.0,0.58,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.29,1,1,7.0,1,0,0,31.0,5124.0,1
1,150.0,6.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.125,1,1,8.0,0,0,0,109.0,1200.0,1
1,119.0,0.75,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.25,1,1,3.0,1,0,0,106.0,150.0,1
1,190.0,5.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.085,0,0,0.0,1,0,0,100.0,6.0,1
1,226.0,0.21,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.085,1,0,0.0,1,0,0,98.0,0.0,1
1,105.0,0.75,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,0.0,0,0,0,113.0,23.0,1
0,274.0,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.375,1,1,8.0,1,0,0,129.0,4159.0,1
0,59.0,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.5,1,1,3.0,0,0,0,25.0,918.0,1
1,49.0,2.415,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,1,1,11.0,1,0,0,69.0,3000.0,1
0,142.0,0.46,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.54,1,1,4.0,0,0,0,124.0,500.0,1
1,146.0,1.25,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0,0,0.0,0,0,0,79.0,0.0,0
1,44.0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.125,0,0,0.0,0,0,0,69.0,0.0,0
1,82.0,0.585,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.085,1,0,0.0,0,0,0,64.0,0.0,0
0,143.0,1.75,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.25,0,0,0.0,1,0,0,98.0,0.0,0
1,9.0,0.04,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.04,0,0,0.0,0,0,0,2.0,0.0,1
1,173.0,3.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0.0,1,0,0,84.0,0.0,0
1,283.0,4.165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.085,0,0,0.0,1,0,0,156.0,0.0,0
1,43.0,1.25,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.125,0,0,0.0,0,0,0,46.0,4.0,0
1,124.0,3.25,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5.085,0,1,2.0,1,0,0,119.0,1.0,0
1,65.0,0.79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.29,0,1,1.0,0,0,0,136.0,283.0,0
1,37.0,10.915,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.585,0,1,2.0,1,0,0,69.0,7.0,0
0,223.0,4.415,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.125,0,0,0.0,0,0,0,54.0,0.0,0
1,141.0,1.25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.25,0,1,2.0,1,0,0,131.0,108.0,0
1,73.0,0.75,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.585,0,1,1.0,1,0,0,131.0,9.0,0
1,172.0,14.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,1,2.0,0,0,0,54.0,1.0,0
1,143.0,4.75,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2.0,0,1,1.0,1,0,0,146.0,68.0,0
1,28.0,10.415,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.125,1,0,0.0,0,0,0,39.0,375.0,0
1,67.0,2.25,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.125,0,0,0.0,0,0,0,54.0,10.0,0
1,73.0,0.165,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.25,0,0,0.0,1,0,1,2.0,0.0,1
1,33.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.665,0,0,0.0,0,0,0,54.0,1.0,0
1,60.0,0.79,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.665,0,0,0.0,0,0,0,54.0,0.0,0
1,85.0,12.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.085,0,0,0.0,0,0,1,25.0,0.0,0
1,206.0,2.54,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,2.0,1000.0,0
1,140.0,13.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0,0.0,0,0,0,81.0,0.0,0
0,40.0,0.665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.665,0,0,0.0,0,0,0,77.0,5.0,0
0,76.0,1.25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.25,0,0,0.0,1,0,0,39.0,809.0,0
0,121.0,0.29,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.125,0,1,1.0,1,0,0,95.0,108.0,0
0,227.0,1.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,24.0,0.0,0
1,174.0,2.165,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,39.0,0.0,0
0,85.0,0.71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.25,0,1,1.0,1,0,0,86.0,4.0,0
1,25.0,2.46,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.96,0,1,2.0,1,0,0,54.0,587.0,0
1,244.0,0.5,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0.0,1,0,0,43.0,0.0,0
1,39.0,9.585,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.79,0,0,0.0,0,0,0,25.0,350.0,0
1,135.0,3.625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0,0,0.0,1,0,0,33.0,0.0,0
1,203.0,0.75,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.5,0,0,0.0,1,0,0,83.0,0.0,0
1,190.0,2.75,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0.0,1,0,0,84.0,200.0,0
1,164.0,0.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.5,0,0,0.0,1,0,0,107.0,0.0,0
0,307.0,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,0,0,0.0,0,0,0,2.0,0.0,0
1,207.0,0.42,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.29,0,0,0.0,1,0,0,104.0,2.0,0
1,216.0,2.665,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.165,0,0,0.0,1,0,0,2.0,501.0,0
0,52.0,8.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.165,0,0,0.0,0,0,0,2.0,351.0,0
1,87.0,9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0,0,0.0,1,0,0,2.0,0.0,0
1,103.0,0.335,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3.5,0,0,0.0,1,0,0,111.0,0.0,0
0,200.0,3.75,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,1,6.0,0,0,0,2.0,200.0,0
1,284.0,3.75,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0.0,0,0,0,33.0,2.0,0
0,5.0,7.625,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.125,0,1,1.0,1,0,0,2.0,160.0,0
0,71.0,0.415,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.335,0,0,0.0,1,0,1,48.0,0.0,0
1,59.0,11.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,1,0,0.0,1,0,0,33.0,68.0,0
0,84.0,0.83,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.415,0,1,1.0,1,0,0,69.0,11.0,0
0,54.0,5.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,2.0,0.0,0
1,104.0,3.25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.29,0,1,1.0,1,0,0,135.0,21.0,0
0,228.0,1.665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0,0,0.0,0,0,0,2.0,390.0,0
0,4.0,0.375,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0.0,0,0,0,39.0,18.0,0
0,135.0,3.75,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0,1,1.0,1,0,0,12.0,154.0,0
1,68.0,9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.085,0,0,0.0,0,0,0,2.0,0.0,0
1,146.0,3.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.165,0,0,0.0,0,0,0,76.0,0.0,0
